Interval	Avg	Std	CI=0.95	Min	Median	Max
  435 --   436	27.504	3.589	4.457	21.053	28.784	31.796
  436 --   437	27.352	3.385	4.203	21.100	28.434	30.950
  437 --   438	26.909	3.435	4.265	20.333	28.750	29.848
  438 --   439	27.200	3.377	4.194	20.757	27.712	30.143
  439 --   440	28.096	3.422	4.249	22.243	29.863	31.919
  440 --   441	29.421	3.341	4.149	24.304	31.072	32.586
  441 --   442	30.431	3.582	4.447	24.481	32.474	33.871
  442 --   443	29.892	3.939	4.891	23.306	32.011	33.843
  443 --   444	30.116	3.443	4.275	24.398	32.129	33.761
  444 --   445	29.218	3.665	4.550	23.175	31.101	32.758
  445 --   446	28.162	3.593	4.461	22.293	30.102	31.741
